date,ticker,open,high,low,close,volume,date,Price_Increase,consc Increas,2day,dollowed by 3 more increase,3day,follow by 2 more
1/26/2022,AVAX,67.8939869,72.9193311,64.65973173,65.99579165,1166402419,2022,0,0,0,0,0,0
1/27/2022,AVAX,65.96631367,67.78236712,61.33854205,64.69680596,798856522.9,2022,0,2,0,0,0,0
1/28/2022,AVAX,64.63535736,67.32410362,61.94146576,67.12731265,664566075.4,2022,1,0,1,0,0,0
1/29/2022,AVAX,67.11838923,73.44132676,67.00891327,72.12027633,697610538.8,2022,1,0,0,0,0,0
1/30/2022,AVAX,72.10572305,72.23008581,67.01190872,67.97378382,534098085.6,2022,0,1,0,0,0,0
1/31/2022,AVAX,67.98217434,70.55559061,64.40384328,69.99242101,700410197.6,2022,1,1,0,0,0,0
2/1/2022,AVAX,69.98311495,73.74280589,68.84741839,73.44881619,843353375.2,2022,1,0,0,0,0,0
2/2/2022,AVAX,73.43240459,74.50801852,67.7528829,67.87997104,875718763.6,2022,0,2,0,0,0,0
2/3/2022,AVAX,67.86044382,68.85529907,65.34597041,68.10772231,695260121.3,2022,1,1,1,0,0,0
2/4/2022,AVAX,68.10843119,77.49948891,67.62189969,77.31163776,965938410.8,2022,1,0,0,0,0,0
2/5/2022,AVAX,77.46501131,80.75987309,75.3490749,77.24948721,797735218.4,2022,0,2,0,0,0,0
2/6/2022,AVAX,77.24199323,78.92949103,74.62029781,78.75726325,506746737.8,2022,1,1,1,0,0,0
2/7/2022,AVAX,78.79586795,85.17305683,77.64534439,83.1670013,912462594,2022,1,0,0,0,0,0
2/8/2022,AVAX,83.21994227,92.37202685,82.05577679,86.62420167,2252177846,2022,1,2,0,0,0,0
2/9/2022,AVAX,86.54501115,91.92846207,84.78197522,90.02086949,1053167954,2022,1,1,1,0,0,0
2/10/2022,AVAX,90.02754054,94.98810075,85.3673006,91.13622049,1616543856,2022,1,3,0,0,0,0
2/11/2022,AVAX,91.16791886,92.49352185,80.30864231,81.73299219,1323311027,2022,0,2,0,0,1,0
2/12/2022,AVAX,81.75880741,84.71503778,79.08057281,81.2456767,1123397419,2022,0,4,1,0,0,0
2/13/2022,AVAX,81.21289997,83.24366724,77.75852355,78.24311778,676959727.7,2022,0,0,0,0,0,0
2/14/2022,AVAX,78.19771876,82.52238341,76.42423803,82.01966535,865000799.1,2022,1,0,0,0,0,0
2/15/2022,AVAX,82.03217099,93.43015347,81.59640682,92.67249957,1272958909,2022,1,0,0,0,0,0
2/16/2022,AVAX,92.75029753,97.04877612,91.83030003,95.34611174,1729554621,2022,1,1,0,0,0,0
2/17/2022,AVAX,95.24654464,98.57368298,86.66362167,88.12377264,1798309218,2022,0,1,0,0,0,0
2/18/2022,AVAX,88.22450247,89.93944828,82.84975595,83.8369769,1283023478,2022,0,2,0,0,0,0
2/19/2022,AVAX,83.82333958,86.30641221,81.18479614,85.09932068,850252533.5,2022,1,0,1,0,0,0
2/20/2022,AVAX,85.10826525,85.54019548,76.74273783,77.33678763,984477195,2022,0,0,0,0,0,0
2/21/2022,AVAX,77.3010715,82.57675202,69.78959307,69.98892824,1626858109,2022,0,1,0,0,0,0
2/22/2022,AVAX,69.99714984,74.75762966,67.46479947,74.57435634,1344001591,2022,1,0,0,0,0,0
2/23/2022,AVAX,74.54202929,81.83544484,73.6986349,73.6986349,1699396767,2022,0,0,0,0,0,0
2/24/2022,AVAX,73.66973167,79.31600821,64.83141332,76.52396395,3097306165,2022,1,1,0,0,0,0
2/25/2022,AVAX,76.53705496,81.85987113,72.94703496,80.83261973,1884195969,2022,1,0,0,0,0,0
2/26/2022,AVAX,80.84786186,84.87239773,78.50370812,81.87970368,1419135253,2022,1,2,0,0,0,0
2/27/2022,AVAX,81.79342571,82.26481919,73.75102457,74.99118499,1577126485,2022,0,1,1,0,0,0
2/28/2022,AVAX,74.97753656,85.39443053,72.12708978,84.33923316,1906636314,2022,1,3,0,0,0,0
3/1/2022,AVAX,84.34726917,90.67776218,83.96913964,86.73592752,2279596412,2022,1,0,0,0,1,0
3/2/2022,AVAX,86.74608106,89.70204846,82.61300521,83.29166696,1610175795,2022,0,4,0,0,0,0
3/3/2022,AVAX,83.30426922,84.25336551,77.35932537,78.55764525,1534290692,2022,0,1,0,0,0,0
3/4/2022,AVAX,78.61939299,82.02668173,75.15409513,75.65424589,1871411668,2022,0,0,0,0,0,0
3/5/2022,AVAX,75.6932066,78.55117864,73.6489401,76.72742426,993285549.8,2022,1,0,0,0,0,0
3/6/2022,AVAX,76.73682435,76.99643059,72.52902187,72.52902187,913541518.6,2022,0,0,0,0,0,0
3/7/2022,AVAX,72.52704701,76.42013054,70.72230308,71.88053617,1144242245,2022,0,1,0,0,0,0
3/8/2022,AVAX,71.86892203,76.38350193,71.50283664,72.91835859,1344906811,2022,1,0,0,0,0,0
3/9/2022,AVAX,72.94807534,80.16047096,72.57721616,77.71604599,1650128263,2022,1,0,0,0,0,0
3/10/2022,AVAX,77.67363097,78.89118166,71.9798445,74.00409445,1200529915,2022,0,1,0,0,0,0
3/11/2022,AVAX,74.00333474,76.78015813,70.99771132,71.23547731,1603071548,2022,0,1,0,0,0,0
3/12/2022,AVAX,71.23540735,73.51169865,70.99976599,71.00219698,635273265,2022,0,0,0,0,0,0
3/13/2022,AVAX,70.98422944,71.92495353,67.58920093,68.07599478,660710559.8,2022,0,0,0,0,0,0
3/14/2022,AVAX,68.07355273,71.40817801,65.81455868,68.89183718,1321137130,2022,1,0,0,0,0,0
3/15/2022,AVAX,68.96440602,72.09981668,66.21989992,69.88738229,1034368302,2022,1,0,0,0,0,0
3/16/2022,AVAX,69.87517741,74.55247978,68.17473523,74.18374815,1185387027,2022,1,1,0,0,0,0
3/17/2022,AVAX,74.16508671,81.48091208,73.29825226,79.53851308,1764529990,2022,1,1,0,0,0,0
3/18/2022,AVAX,79.54117195,86.72459127,76.74211012,85.7623786,1877327168,2022,1,2,0,0,0,0
3/19/2022,AVAX,85.74703681,92.08910689,85.7104583,89.69412104,1841027125,2022,1,2,1,0,0,0
3/20/2022,AVAX,89.67147935,89.90343704,84.63639839,84.7243037,1451610365,2022,0,3,1,0,0,0
3/21/2022,AVAX,84.7083283,92.30826874,83.44413056,86.44969657,2083892142,2022,1,3,0,0,1,0
3/22/2022,AVAX,86.4181753,89.70366116,83.87718567,83.98144826,1746085611,2022,0,0,0,0,1,0
3/23/2022,AVAX,83.99829048,86.8918781,82.52220232,86.25101252,1478084261,2022,1,4,0,0,0,0
3/24/2022,AVAX,86.23018626,88.10556329,83.86492791,87.55538582,1626542540,2022,1,0,0,0,0,0
3/25/2022,AVAX,87.54855941,87.62972518,82.80825231,83.66136926,1128008708,2022,0,5,0,0,0,0
3/26/2022,AVAX,83.67063163,86.6893077,82.61127373,85.95565285,666311785,2022,1,1,0,0,0,0
3/27/2022,AVAX,85.95684749,89.82484811,84.56608471,89.82484811,759068099.9,2022,1,0,0,0,0,0
3/28/2022,AVAX,89.84290631,96.07585003,88.66339322,89.60455128,1758254790,2022,0,2,0,0,0,0
3/29/2022,AVAX,89.52398716,95.87626847,89.51457463,92.84089235,1642341694,2022,1,1,1,0,0,0
3/30/2022,AVAX,92.81395467,100.0788881,90.0029537,95.77998356,1755845999,2022,1,0,0,0,0,0
3/31/2022,AVAX,95.69274985,101.6853783,94.26110478,96.92466338,2201715680,2022,1,2,0,0,0,0
4/1/2022,AVAX,97.12114592,99.65304404,90.77759956,96.69318137,1744656244,2022,0,1,1,0,0,0
4/2/2022,AVAX,96.72045135,103.5254538,95.93728944,95.97326399,1575851403,2022,0,3,0,0,0,0
4/3/2022,AVAX,95.99992372,100.0191372,94.85418897,98.07777945,1288604372,2022,1,0,0,0,1,0
4/4/2022,AVAX,98.05685224,98.05685224,91.2262515,95.5202158,1197451977,2022,0,0,0,0,0,0
4/5/2022,AVAX,95.60272521,97.57859467,90.96595399,91.02109344,1070364448,2022,0,1,0,0,0,0
4/6/2022,AVAX,91.02946673,91.05126929,82.89397582,82.95590784,1473087038,2022,0,0,0,0,0,0
4/7/2022,AVAX,82.98176986,88.46659282,81.84669474,87.91970915,1374726630,2022,1,0,0,0,0,0
4/8/2022,AVAX,87.91750956,90.25079524,82.90959322,83.76922914,1367418313,2022,0,0,0,0,0,0
4/9/2022,AVAX,83.75732492,85.4719503,82.50260091,84.59462665,620536895.2,2022,1,1,0,0,0,0
4/10/2022,AVAX,84.59681608,85.60157039,81.8164709,81.8164709,488065132.3,2022,0,0,0,0,0,0
4/11/2022,AVAX,81.72069546,81.72069546,72.96929123,74.17261236,1152269023,2022,0,2,0,0,0,0
4/12/2022,AVAX,74.20097931,79.34766905,74.11964876,76.3600622,889066928.8,2022,1,0,1,0,0,0
4/13/2022,AVAX,76.34927958,80.61235606,76.06209622,80.0019794,734210622.9,2022,1,0,0,0,0,0
4/14/2022,AVAX,80.02734517,81.74100335,76.45447953,76.81785666,711767575.1,2022,0,1,0,0,0,0
4/15/2022,AVAX,76.82519252,78.46714519,75.05558661,77.43753904,501963225.7,2022,1,1,0,0,0,0
4/16/2022,AVAX,77.43281147,78.19555913,76.6486269,77.89026562,290431497.1,2022,1,0,0,0,0,0
4/17/2022,AVAX,77.8626522,78.6575845,75.26419224,75.70925635,322395973,2022,0,2,0,0,0,0
4/18/2022,AVAX,75.7014775,77.88796675,72.08774617,77.79367926,681155455.4,2022,1,1,1,0,0,0
4/19/2022,AVAX,77.79027581,80.95672748,76.90034073,80.28591831,591702354.7,2022,1,0,0,0,0,0
4/20/2022,AVAX,80.29051656,81.23233408,77.62374712,78.27433137,622981657.4,2022,0,2,0,0,0,0
4/21/2022,AVAX,78.26864608,80.00830033,74.41225838,75.08074239,569385150.4,2022,0,1,1,0,0,0
4/22/2022,AVAX,75.08464832,77.15241962,73.49015996,74.12296304,532238762,2022,0,0,0,0,0,0
4/23/2022,AVAX,74.12748202,74.3692943,72.63258681,72.9200103,360787956.5,2022,0,0,0,0,0,0
4/24/2022,AVAX,72.89273138,73.43700323,71.34202605,71.60303395,320340265.9,2022,0,0,0,0,0,0
4/25/2022,AVAX,71.60656681,72.90454691,67.56388843,72.86742218,735322462.4,2022,1,0,0,0,0,0
4/26/2022,AVAX,72.8640317,73.08719619,67.68937671,68.67206067,561575109.1,2022,0,0,0,0,0,0
4/27/2022,AVAX,68.69337258,71.88910497,68.51128172,69.85772775,475421021.9,2022,1,1,0,0,0,0
4/28/2022,AVAX,69.86377492,70.64324954,66.79224004,67.31945447,551311115,2022,0,0,0,0,0,0
4/29/2022,AVAX,67.30863178,67.91125561,62.53422071,63.41709721,536189400,2022,0,2,0,0,0,0
4/30/2022,AVAX,63.39877059,64.61852147,55.68736828,57.04800258,643198521.1,2022,0,0,1,0,0,0
5/1/2022,AVAX,57.03439232,60.99913388,56.97372706,58.85614687,748385991.7,2022,1,0,0,0,0,0
5/2/2022,AVAX,58.85282758,62.27577316,56.94355764,60.51710654,893459385.5,2022,1,0,0,0,0,0
5/3/2022,AVAX,60.47360208,62.21135166,58.30585721,59.66010811,592389537.7,2022,0,1,0,0,0,0
5/4/2022,AVAX,59.65834215,67.2820692,59.49816313,67.08610946,875723682,2022,1,1,0,0,0,0
5/5/2022,AVAX,67.0761581,69.34901588,57.02445337,59.12743969,1259826490,2022,0,0,0,0,0,0
5/6/2022,AVAX,59.12110844,59.30681214,55.41249461,57.03432357,887280182.6,2022,0,2,0,0,0,0
5/7/2022,AVAX,57.03545452,57.43919787,53.62570658,55.15669376,555118324.6,2022,0,0,1,0,0,0
5/8/2022,AVAX,55.14580281,55.27539739,50.9353476,51.52122374,837890770,2022,0,0,0,0,0,0
5/9/2022,AVAX,51.52404281,52.92416308,41.97204215,41.97204215,1228351362,2022,0,0,0,0,0,0
5/10/2022,AVAX,41.88167163,50.08891357,40.38319737,44.56028261,1624448832,2022,1,0,0,0,0,0
5/11/2022,AVAX,44.52187129,46.03785603,27.84941926,30.96286555,2428550936,2022,0,0,0,0,0,0
5/12/2022,AVAX,30.97731313,33.67613633,23.5493906,30.3575363,1839518407,2022,0,1,0,0,0,0
5/13/2022,AVAX,30.33861515,37.71527849,29.76949144,32.13642996,1219234571,2022,1,0,0,0,0,0
5/14/2022,AVAX,32.1361292,34.12643592,29.50211762,34.08252932,754019977.6,2022,1,0,0,0,0,0
5/15/2022,AVAX,34.06731771,36.79307299,32.02141605,36.54233374,745037121.4,2022,1,1,0,0,0,0
5/16/2022,AVAX,36.5437394,36.5437394,31.74751447,32.57199774,867980587.9,2022,0,1,0,0,0,0
5/17/2022,AVAX,32.56470709,35.69228333,32.38758823,34.39645958,676043628.4,2022,1,2,0,0,0,0
5/18/2022,AVAX,34.40665075,35.01248633,29.60548261,29.60548261,641522267.1,2022,0,0,1,0,0,0
5/19/2022,AVAX,29.60389131,31.65234792,27.72443115,30.37901476,845803419.6,2022,1,3,0,0,0,0
5/20/2022,AVAX,30.37294173,31.78260707,27.95755255,28.95366005,901703534.9,2022,0,0,0,0,1,0
5/21/2022,AVAX,28.94592397,30.4614173,28.45164954,29.86665101,485604462.2,2022,1,4,0,0,0,0
5/22/2022,AVAX,29.86557029,32.37946629,29.15562928,31.80736121,686538817.3,2022,1,0,0,0,0,0
5/23/2022,AVAX,31.80096906,32.82690982,28.82245336,29.02623077,797628131.3,2022,0,5,0,0,0,0
5/24/2022,AVAX,29.031141,29.5707038,27.14426099,29.02564811,690433536.5,2022,0,1,0,0,0,0
5/25/2022,AVAX,29.02675972,29.54509603,27.22006376,27.22537716,588423056.3,2022,0,0,0,0,0,0
5/26/2022,AVAX,27.23108752,27.90839754,23.16572016,23.55002911,1007507776,2022,0,0,0,0,0,0
5/27/2022,AVAX,23.52678975,23.69460852,21.47231684,22.41862289,964035110.7,2022,0,0,0,0,0,0
5/28/2022,AVAX,23.052554,25.58057041,22.2497599,24.83976579,708263415.3,2022,1,0,0,0,0,0
5/29/2022,AVAX,24.82833093,26.89952386,23.86487418,26.12006968,700836371.5,2022,1,0,0,0,0,0
5/30/2022,AVAX,26.11573069,28.28638729,25.40209161,27.63214993,962074891.2,2022,1,1,0,0,0,0
5/31/2022,AVAX,27.63205666,29.00533288,25.68650725,26.38993235,968753830.9,2022,0,1,0,0,0,0
6/1/2022,AVAX,26.39844957,26.94106861,23.46323974,23.80051348,708368730.2,2022,0,2,0,0,0,0
6/2/2022,AVAX,23.79108838,24.83126967,22.7703401,24.67728535,616496656,2022,1,0,1,0,0,0
6/3/2022,AVAX,24.67619861,24.67619861,22.62563848,23.00544127,463049567.1,2022,0,0,0,0,0,0
6/4/2022,AVAX,23.01201113,24.53239547,22.25055797,24.53232906,376343138.2,2022,1,1,0,0,0,0
6/5/2022,AVAX,24.53794389,25.0933207,23.99199318,24.16418168,406213320.7,2022,0,0,0,0,0,0
6/6/2022,AVAX,24.17816784,27.65861231,24.10160088,25.98859298,829054124.7,2022,1,2,0,0,0,0
6/7/2022,AVAX,25.99799605,26.14834297,23.24344949,24.63542924,923434174,2022,0,0,1,0,0,0
6/8/2022,AVAX,24.63899188,25.35579975,23.80129668,24.50025321,502590525.7,2022,0,3,0,0,0,0
6/9/2022,AVAX,24.50205168,25.29085439,23.78264294,24.41065956,649339432,2022,0,0,0,0,1,0
6/10/2022,AVAX,24.40844286,24.81006044,22.0760697,22.0760697,523963515.9,2022,0,0,0,0,0,0
6/11/2022,AVAX,22.07329902,22.94562357,19.79216748,19.79896723,527494612.6,2022,0,0,0,0,0,0
6/12/2022,AVAX,19.81135309,20.1104194,17.38744193,17.38744193,749203981.4,2022,0,0,0,0,0,0
6/13/2022,AVAX,17.36842222,17.38861946,14.68519883,16.01993452,1277521632,2022,0,0,0,0,0,0
6/14/2022,AVAX,16.03441539,17.17505117,14.75267949,16.54035238,919054943.3,2022,1,0,0,0,0,0
6/15/2022,AVAX,16.55458954,18.40482005,14.64270798,18.21199708,1022663545,2022,1,0,0,0,0,0
6/16/2022,AVAX,18.22503183,18.63159223,15.55866781,15.73227632,619516632,2022,0,1,0,0,0,0
6/17/2022,AVAX,15.74018388,16.61509041,15.55529542,16.0094474,400140808.5,2022,1,1,0,0,0,0
6/18/2022,AVAX,16.00495782,16.2705925,13.85087589,14.8410967,500837077.7,2022,0,0,0,0,0,0
6/19/2022,AVAX,14.83659741,16.30507903,13.79151858,16.18973791,510905366.9,2022,1,2,0,0,0,0
6/20/2022,AVAX,16.18747228,17.81563692,15.39444387,17.13786665,561797222.4,2022,1,0,1,0,0,0
6/21/2022,AVAX,17.1384167,18.41913187,16.68135651,16.85599774,496486131.9,2022,0,3,0,0,0,0
6/22/2022,AVAX,16.87865048,17.33415383,16.03999201,16.07598762,417581511.3,2022,0,1,0,0,1,0
6/23/2022,AVAX,16.07476894,18.34192816,16.07476894,18.29005043,482575280.5,2022,1,0,0,0,0,0
6/24/2022,AVAX,18.2896462,20.89461491,18.0498839,20.54885519,671893665.8,2022,1,0,0,0,0,0
6/25/2022,AVAX,20.53138594,21.47190521,19.92959521,21.36635785,476329357.7,2022,1,1,0,0,0,0
6/26/2022,AVAX,21.36043301,21.75438844,19.68642908,19.69243333,413767907.6,2022,0,1,0,0,0,0
6/27/2022,AVAX,19.69881906,21.30710404,19.23042136,19.31756527,433026594.5,2022,0,2,0,0,0,0
6/28/2022,AVAX,19.30902472,20.47872732,18.05853375,18.12098275,490803289.6,2022,0,0,1,0,0,0
6/29/2022,AVAX,18.12001929,18.6276711,17.2748755,17.59801734,445376602.8,2022,0,0,0,0,0,0
6/30/2022,AVAX,17.64653791,17.75791538,15.86585704,16.92936685,453151312,2022,0,0,0,0,0,0
7/1/2022,AVAX,16.95409405,17.58933791,15.85120841,16.08592052,490786364.4,2022,0,0,0,0,0,0
7/2/2022,AVAX,16.09469132,16.57769986,16.0038457,16.33613531,224974288.7,2022,1,0,0,0,0,0
7/3/2022,AVAX,16.33606032,16.75483782,15.86822242,16.66040249,242175995.2,2022,1,0,0,0,0,0
7/4/2022,AVAX,16.65909597,17.99747744,16.34263673,17.93996581,430020105.1,2022,1,1,0,0,0,0
7/5/2022,AVAX,17.93131135,18.52144435,16.73354599,18.06473019,552533387.7,2022,1,1,0,0,0,0
7/6/2022,AVAX,18.07046169,19.31454725,17.86647504,19.14726738,618966978.3,2022,1,2,0,0,0,0
7/7/2022,AVAX,19.1486332,20.51265571,18.9080962,20.23383856,607400823.2,2022,1,2,1,0,0,0
7/8/2022,AVAX,20.22974494,20.9547349,19.47676345,19.79790584,593859101.5,2022,0,3,1,0,0,0
7/9/2022,AVAX,19.79323562,20.21028782,19.61893802,19.91847798,299142386.2,2022,1,3,0,0,1,0
7/10/2022,AVAX,19.9187612,19.95090562,18.80195415,19.15205284,323970528.9,2022,0,0,0,0,1,0
7/11/2022,AVAX,19.14837312,19.14899514,17.37407625,17.37458269,338348658.2,2022,0,4,0,0,0,0
7/12/2022,AVAX,17.37790138,18.03021268,16.84541088,16.84541088,393620757.6,2022,0,0,0,0,0,0
7/13/2022,AVAX,16.84795504,18.87528987,16.61816731,18.80950268,636332384.2,2022,1,0,0,0,0,0
7/14/2022,AVAX,18.80767532,19.84077689,17.83165889,19.72987321,678776742.8,2022,1,0,0,0,0,0
7/15/2022,AVAX,19.73219506,20.15627644,19.13432958,19.38603721,538489864.3,2022,0,1,0,0,0,0
7/16/2022,AVAX,19.37770572,21.33884828,18.76599407,21.21149328,592225952.4,2022,1,1,0,0,0,0
7/17/2022,AVAX,21.21825753,22.00096036,20.60393284,20.60500493,502164783.7,2022,0,0,0,0,0,0
7/18/2022,AVAX,20.60747094,24.08971411,20.60747094,24.08971411,989322170.8,2022,1,2,0,0,0,0
7/19/2022,AVAX,24.07726212,26.1021146,23.12698073,24.73720691,1150854169,2022,1,0,1,0,0,0
7/20/2022,AVAX,24.73459826,26.11057852,23.5000382,23.59771795,1068333684,2022,0,3,0,0,0,0
7/21/2022,AVAX,23.59921603,25.38763257,22.74666199,25.04392518,759273173.6,2022,1,1,0,0,1,0
7/22/2022,AVAX,25.04468227,25.45994159,23.65845037,23.71585085,639197881.5,2022,0,0,0,0,0,0
7/23/2022,AVAX,23.70182201,24.60689593,22.89310834,23.646006,467200886.5,2022,0,2,0,0,0,0
7/24/2022,AVAX,23.64807036,24.43214954,23.31999855,23.86612353,424883178.5,2022,1,0,1,0,0,0
7/25/2022,AVAX,23.86332428,23.86332428,20.97567831,20.97567831,586670563.2,2022,0,0,0,0,0,0
7/26/2022,AVAX,20.9755149,20.9755149,19.60105616,20.66828462,443604587.5,2022,0,1,0,0,0,0
7/27/2022,AVAX,20.67223752,23.41818261,20.245286,23.41818261,753238648.9,2022,1,0,0,0,0,0
7/28/2022,AVAX,23.418628,24.58937843,22.61237101,24.23709739,1016911260,2022,1,0,0,0,0,0
7/29/2022,AVAX,24.24037394,25.27952576,23.5378375,24.52236439,922618021.8,2022,1,1,0,0,0,0
7/30/2022,AVAX,24.51581399,25.74089877,24.03061045,24.2284784,753147184.6,2022,0,1,0,0,0,0
7/31/2022,AVAX,24.22866065,25.14663512,23.6328195,23.7457821,565704850.7,2022,0,2,0,0,0,0
8/1/2022,AVAX,23.74112596,24.29106965,23.03883208,23.65823596,482933106,2022,0,0,1,0,0,0
8/2/2022,AVAX,23.65329847,23.87499096,22.30202716,22.86105732,588025227.9,2022,0,0,0,0,0,0
8/3/2022,AVAX,22.86396273,24.08953195,22.32845506,23.07191721,585469835.4,2022,1,0,0,0,0,0
8/4/2022,AVAX,23.07352817,23.96181202,22.96175261,23.37562007,454557871.1,2022,1,0,0,0,0,0
8/5/2022,AVAX,23.37104491,24.94969651,23.17824095,24.94952843,559959169.4,2022,1,1,0,0,0,0
8/6/2022,AVAX,24.94910596,26.79144395,24.73972385,26.65942774,725161176.6,2022,1,1,0,0,0,0
8/7/2022,AVAX,26.65819725,28.28914807,25.88026861,27.88996648,789046881,2022,1,2,0,0,0,0
8/8/2022,AVAX,27.89303295,30.49776017,27.60738793,27.94895281,983856351.9,2022,1,2,1,0,0,0
8/9/2022,AVAX,27.95002228,28.75356312,27.10476462,27.42022323,758807731.8,2022,0,3,1,0,0,0
8/10/2022,AVAX,27.41963802,30.00086195,26.70827053,29.11730931,942970922.3,2022,1,3,0,0,1,0
8/11/2022,AVAX,29.11893305,29.94682589,28.47416875,28.55514351,759953819.9,2022,0,0,0,0,1,0
8/12/2022,AVAX,28.55395178,29.37923592,28.19295534,29.34382872,488313177.3,2022,1,4,0,0,0,0
8/13/2022,AVAX,29.33912238,30.2649025,28.95384775,29.1084694,469245521.4,2022,0,0,0,0,0,0
8/14/2022,AVAX,29.11640479,29.80940399,27.94024683,28.21563496,427880594.5,2022,0,5,0,0,0,0
8/15/2022,AVAX,28.21978039,29.26229468,27.16773646,27.92951062,494986914.7,2022,0,0,0,0,0,0
8/16/2022,AVAX,27.91974462,28.31100297,27.03583443,27.16270545,415203519.4,2022,0,0,0,0,0,0
8/17/2022,AVAX,27.15845227,28.18882127,25.36851572,25.48673756,503874972.3,2022,0,0,0,0,0,0
8/18/2022,AVAX,25.50258011,26.25481968,24.23342232,24.25769805,390507879.1,2022,0,0,0,0,0,0
8/19/2022,AVAX,24.2518009,24.31542077,21.81346694,22.4878778,764994457.3,2022,0,0,0,0,0,0
8/20/2022,AVAX,22.47948669,23.03116203,21.71321056,22.30287875,507113878.6,2022,0,0,0,0,0,0
8/21/2022,AVAX,22.29676843,23.42775449,22.19742309,22.97730976,480536069.3,2022,1,0,0,0,0,0
8/22/2022,AVAX,22.97272977,22.98166714,21.68948213,22.58142505,512194711.4,2022,0,0,0,0,0,0
8/23/2022,AVAX,22.58411293,23.64521228,21.88386442,23.52440004,438836083.9,2022,1,1,0,0,0,0
8/24/2022,AVAX,23.51882669,23.58197906,22.8640085,23.02413161,365514546.7,2022,0,0,0,0,0,0
8/25/2022,AVAX,23.02656464,23.62839367,22.74769922,23.02031815,325764518.2,2022,0,2,0,0,0,0
8/26/2022,AVAX,23.01417135,23.17032248,20.43288588,20.59803001,530798722,2022,0,0,1,0,0,0
8/27/2022,AVAX,20.60429158,20.86459828,19.8701467,20.07775783,351975084.9,2022,0,0,0,0,0,0
8/28/2022,AVAX,20.07188276,20.40103732,18.27453189,18.43038164,368370708.3,2022,0,0,0,0,0,0
8/29/2022,AVAX,18.42881967,19.42138026,17.56276972,19.34901463,614013678.1,2022,1,0,0,0,0,0
8/30/2022,AVAX,19.3501299,20.55527275,18.9977671,19.34550563,576589736,2022,0,0,0,0,0,0
8/31/2022,AVAX,19.35286428,20.01162079,19.02813575,19.12834047,397343517,2022,0,1,0,0,0,0
9/1/2022,AVAX,19.13083992,19.40826063,18.38875362,19.3067514,318893651.6,2022,1,0,0,0,0,0
9/2/2022,AVAX,19.30365616,19.62042601,18.726858,18.86063123,299938092.3,2022,0,0,0,0,0,0
9/3/2022,AVAX,18.85841925,18.9889761,18.63099136,18.87508404,180333776.6,2022,1,1,0,0,0,0
9/4/2022,AVAX,18.87555881,19.1058248,18.77714802,19.00500068,194656841,2022,1,0,0,0,0,0
9/5/2022,AVAX,19.00737275,19.43651488,18.49637915,19.42653001,219675345.5,2022,1,2,0,0,0,0
9/6/2022,AVAX,19.43066226,20.42782833,18.21772027,18.21985739,459611429.7,2022,0,1,1,0,0,0
9/7/2022,AVAX,18.21544248,19.27236295,17.93990211,19.03277356,298559963.6,2022,1,3,0,0,0,0
9/8/2022,AVAX,19.02623493,19.14376594,18.46168003,19.12345693,314399498.4,2022,1,0,0,0,1,0
9/9/2022,AVAX,19.1253771,20.57600171,19.12352068,20.40078069,425890549.1,2022,1,4,0,0,0,0
9/10/2022,AVAX,20.39700377,21.06018174,20.10065148,20.49750185,365215813.9,2022,1,1,0,0,0,0
9/11/2022,AVAX,20.49252308,20.89786182,20.07472004,20.65885594,314321780,2022,1,5,0,0,0,0
9/12/2022,AVAX,20.65965612,21.88187953,20.1167654,21.3482094,729872503.1,2022,1,2,0,0,0,0
9/13/2022,AVAX,21.34852056,21.70027741,18.82537215,19.06827203,677722677.4,2022,0,6,1,0,0,0
9/14/2022,AVAX,18.88650029,19.30004153,18.54096749,19.12075982,416816639.8,2022,1,3,0,0,0,0
9/15/2022,AVAX,19.1214647,19.32359036,18.16227135,18.18609165,503156220,2022,0,0,0,0,1,0
9/16/2022,AVAX,18.19343085,18.29343762,17.65528506,18.05659759,443881512.7,2022,0,4,0,0,0,0
9/17/2022,AVAX,18.05605767,18.56532884,18.05605767,18.48308854,250641852.1,2022,1,0,0,0,0,0
9/18/2022,AVAX,18.48221697,18.71295964,16.64746402,16.73243075,458049290.6,2022,0,0,0,0,0,0
9/19/2022,AVAX,16.73036665,17.347843,16.46198132,17.30471715,390780821.9,2022,1,1,0,0,0,0
9/20/2022,AVAX,17.30564813,17.34922557,16.6253484,16.66739756,349506006.9,2022,0,0,0,0,0,0
9/21/2022,AVAX,16.67098316,17.76850803,16.29227219,16.61811604,435313782.3,2022,0,2,0,0,0,0
9/22/2022,AVAX,16.60560194,17.81009912,16.45786367,17.69084583,285215304.6,2022,1,0,1,0,0,0
9/23/2022,AVAX,17.68873413,18.21754753,17.22431559,17.959776,277003761.4,2022,1,0,0,0,0,0
9/24/2022,AVAX,17.95813236,18.17518702,17.5913671,17.62359544,171338755.3,2022,0,1,0,0,0,0
9/25/2022,AVAX,17.62346533,17.86053214,17.19107563,17.3312296,140488259.7,2022,0,1,0,0,0,0
9/26/2022,AVAX,17.33288142,17.56268432,17.0215735,17.54206234,188906812.2,2022,1,0,0,0,0,0
9/27/2022,AVAX,17.53811041,18.43434926,17.08637392,17.30769067,345407004.8,2022,0,0,0,0,0,0
9/28/2022,AVAX,17.30498643,17.40579798,16.78941715,17.25748716,257684561.6,2022,0,1,0,0,0,0
